GFR,LFR,Temp,CO2alpha,CO2pp,Height,kGa,eta
668.089,7.486,58.661,0.05799999999999999,5.002,27.1,1.7036922313692688,0.9999967283976499
926.18,7.047,42.728,0.408,11.652,17.9,0.8161346888286649,0.8314056089028892
577.428,6.746,57.503,0.147,1.1349999999999993,15.400000000000002,1.5734679452611724,0.9402003136519436
630.101,6.629,49.33,0.282,19.894,19.6,0.3486482509716472,0.6263290808402732
719.154,8.363,46.134,0.309,14.13,5.1,0.4661501919349662,0.4796137596701409
955.9350000000001,6.390000000000001,47.982,0.149,1.5369999999999995,10.800000000000002,1.4659868215586036,0.6875873479527528
707.542,6.670000000000001,76.142,0.173,8.5,27.6,1.0574902765520746,0.9994980011983889
458.2169999999999,5.778,55.681,0.183,6.939,10.3,0.8079750918096833,0.5559886719696404
711.748,3.978,46.295,0.159,11.078,26.1,0.6063323547819954,0.9604576665130228
356.992,5.463,59.54,0.191,7.762,5.3,0.764834060403672,0.48720180241063865
305.786,4.635,52.388,0.030999999999999996,13.584,10.9,0.7709022063445807,0.563767579149058
258.401,2.402,61.951,0.005999999999999989,14.83,28.5,1.1233489136977242,0.999849826954393
809.679,5.548,43.533,0.32,6.027,13.8,0.6287758760360918,0.6042138246810894
823.153,5.348,68.032,0.44899999999999995,10.276,26.3,0.6609406293389597,0.9753413667682954
236.75600000000003,2.914,75.772,0.389,17.966,23.5,1.6498320057014768,0.9998475708071254
106.218,4.588,47.198,0.03200000000000001,14.238,27.4,0.7933633906640833,0.9946659278517044
261.554,4.267,61.081,0.245,14.333,5.9,0.8431993729659324,0.4940362551446098
976.5939999999999,4.775,52.898,0.271,6.165,5.0,0.38781766341273105,0.47773808385010286
252.878,7.367,52.451,0.181,19.384,15.7,0.3326410134297611,0.5511801951846828
397.726,3.16,42.009,0.199,7.533,9.2,0.33047625371182376,0.49280648221508255
812.9669999999999,2.549,51.338,0.03999999999999998,4.15,15.9,0.06499843899514064,0.48303418219480426
730.336,9.887,66.917,0.144,9.07,25.6,1.7082534446578688,0.9999855193345585
853.571,8.518,48.228,0.373,12.982,29.900000000000002,0.6252855729106034,0.9919701553620582
817.123,9.083,42.326,0.086,12.473,13.7,0.7176851254575882,0.6275493951429436
509.78,4.856,56.261,0.161,14.084,19.2,0.7938104085495008,0.8706130375611858
651.97,5.884,74.39,0.076,13.713,28.200000000000003,0.7175228330419385,0.9929440390659396
646.169,6.29,45.485,0.047999999999999994,2.0529999999999995,13.4,1.1804873147237966,0.7563332800022873
557.533,2.934,49.63,0.376,1.616000000000001,8.1,0.03827564183658429,0.4724098809205327
472.356,9.64,41.154,0.06499999999999999,8.263,24.4,1.5939211757608187,0.9999005776514998
598.36,9.658,54.044,0.141,6.325,16.3,2.16071762029857,0.9932128175737892
979.418,3.14,68.248,0.035,4.248,27.4,0.0963642603164174,0.5391934350949181
593.813,8.482,58.725,0.154,16.188,29.8,0.2677512146236267,0.7971122000501993
311.43,2.611,71.469,0.37,13.286,17.4,0.8877213981019415,0.8411777288382187
130.06499999999997,8.998,62.091,0.249,11.344,27.6,0.9243791055752394,0.9984246801162996
506.267,5.184,48.805,0.44100000000000006,6.732,18.4,0.6343392786770073,0.7608860207048089
147.46800000000002,7.536,46.925,0.185,6.568,24.2,1.2776390288766541,0.9990415703299285
928.379,2.307,43.612,0.275,3.0950000000000006,23.200000000000003,0.027469491333068106,0.4817120217653632
456.779,4.051,67.751,0.004000000000000006,3.3749999999999996,8.5,0.31117325210107916,0.48804542543317725
781.9789999999999,6.898000000000001,54.305,0.266,10.088,24.6,0.9661864716575219,0.9939721395300728
936.722,6.757999999999999,65.174,0.311,18.322,13.300000000000002,0.31991738578277773,0.5210785126521631
576.451,9.334,45.76,0.314,7.915,11.0,1.8454192335284783,0.774605391929454
110.03500000000001,6.695999999999999,70.925,0.329,18.772,20.9,0.4936903025259812,0.762325507988252
190.018,8.086,57.669,0.164,13.611,21.9,0.6042954481736791,0.8673694804290026
772.875,3.6859999999999995,67.627,0.07,1.9629999999999996,7.200000000000001,0.08571565121497077,0.47381115718168576
530.913,7.189,61.528,0.12400000000000001,18.011,11.7,0.3653662779604371,0.5140589984530269
724.767,8.671,48.781,0.05000000000000002,11.208,29.099999999999998,0.9551334621116282,0.9995161516773502
769.469,3.215,51.069,0.38600000000000007,7.238,29.6,0.19106439568715877,0.6815212164526723
301.258,7.106999999999999,68.418,0.177,12.635,29.900000000000002,0.719835392131216,0.9968838707747267
281.288,2.6370000000000005,67.014,0.345,19.59,25.4,1.9491454885375927,0.9999969532015043
179.72899999999996,4.758,44.117,0.43399999999999994,13.75,15.799999999999999,0.7719963744451714,0.7243435761975958
931.31,4.731,52.661,0.318,10.844,18.0,0.6297831942883825,0.7432882471403555
284.404,8.832,67.867,0.061000000000000006,13.466,29.7,0.5836018189093044,0.986880910468993
247.741,6.335,57.788,0.429,1.0809999999999995,10.4,1.1121237707325784,0.6050412511522774
336.428,8.11,40.458,0.262,2.4,17.8,1.9772193664622948,0.996225002054051
589.912,4.845,79.71,0.043999999999999984,11.047,5.5,0.6745607149580937,0.4862975668238726
601.169,4.981,73.932,0.309,4.726,23.4,0.440493397237331,0.8022711440785351
112.632,9.478,53.97,0.101,17.466,26.7,0.1643051312459473,0.6002572348815971
694.85,5.983,79.252,0.012000000000000018,1.9339999999999997,20.6,0.9638335584045494,0.9587438027912483
716.817,6.0,58.144,0.148,14.516,22.0,0.690076404992261,0.9118137661650964
342.59,6.578,64.438,0.38699999999999996,6.235,26.2,1.0239182832210112,0.9984015000378956
985.535,9.318,70.47,0.4119999999999999,2.8949999999999996,26.2,2.4462783971256576,0.9999999739984833
833.26,3.835,43.737,0.211,18.261,13.7,1.5170326105805085,0.8613290226866881
384.30300000000005,6.593,59.914,0.09299999999999999,17.715,26.9,0.5418236182330187,0.9507556046795149
323.441,4.469,78.528,0.235,11.897,7.8999999999999995,0.7152048965673643,0.508551401792694
562.444,9.205,50.348,0.115,3.6080000000000005,12.3,2.289952647441076,0.921876873764905
277.489,6.54,76.441,0.336,2.2780000000000005,25.2,1.1757378119204722,0.9990241631196737
460.75500000000005,8.291,52.077,0.43,1.4309999999999998,7.5,2.2231962413673862,0.6123706747322006
741.716,9.6,44.624,0.41899999999999993,12.13,6.500000000000001,0.8017295022461511,0.49815760908634277
831.481,6.971,75.606,0.138,9.868,19.4,1.004142538184253,0.9430309029416554
703.05,3.2309999999999994,73.496,0.357,18.883,21.1,1.9432073696790961,0.9997437970270849
245.41499999999996,7.807,66.296,0.22800000000000004,15.593000000000002,7.6,0.4508730728981859,0.491109778746988
298.984,5.713,74.252,0.088,16.364,19.1,0.6725491197286795,0.8084443166707765
784.9179999999999,4.091,44.836,0.155,11.801,15.1,0.6797605283630455,0.660696048290536
393.313,3.6609999999999996,45.107,0.346,2.6480000000000006,22.199999999999996,0.1865266513032368,0.5642211057801116
845.4060000000001,9.124,50.602,0.34,14.474,21.7,0.35882243340719205,0.6841607554676634
520.865,3.364,74.443,0.305,2.8000000000000003,12.5,0.10439141904430171,0.4829363660741264
688.19,3.8029999999999995,75.311,0.212,6.77,11.5,0.24094656203261894,0.4963096702690977
231.40500000000003,2.0630000000000006,46.028,0.175,19.355,25.1,1.9868767209013483,0.9999967484250902
488.48199999999997,6.912,76.638,0.4,7.804999999999999,17.5,1.1081646598023283,0.9162867658760218
780.798,7.579,72.557,0.24099999999999996,19.855,29.4,0.1344417713657711,0.5988649936911137
242.917,9.985,45.93,0.256,4.443,10.4,2.3050607973041655,0.8142336335118223
206.325,5.11,64.717,0.43300000000000005,2.5619999999999994,20.1,0.6772276620702744,0.8474801548149551
332.363,4.65,77.385,0.109,18.064,6.800000000000001,0.9241708316913682,0.5066539110389853
167.716,5.684,65.989,0.326,3.7270000000000003,7.8,0.9332333406787303,0.5212835892289434
621.964,4.414,53.176,0.105,13.926,26.399999999999995,0.8576327480405904,0.9947904828495412
734.188,9.613,60.022,0.06199999999999999,5.354,16.9,2.2577306530447334,0.9969287330669118
467.681,3.526,60.867,0.05499999999999999,9.215,19.8,0.48781394621116686,0.7218530946627468
273.571,7.28,69.009,0.272,14.894,12.900000000000002,0.5610405766964335,0.5661615445407602
964.8480000000001,6.654,63.86699999999999,0.431,7.471,8.6,1.2292170510979115,0.5628572595927259
255.543,4.395,66.476,0.37100000000000005,2.1279999999999992,6.599999999999998,0.34338337375034644,0.4818497376490019
121.395,9.245,40.866,0.349,9.251,21.8,1.3923171683341828,0.9974589182456052
597.157,5.661,75.524,0.071,3.9480000000000004,6.1000000000000005,0.7456449852809863,0.492606325877099
225.08,9.434,72.047,0.279,4.872,14.0,2.219122324303953,0.9686740256650447
751.98,7.558,67.516,0.040999999999999995,13.909,16.7,0.5621725541495918,0.6636843513880938
450.63400000000007,2.985,72.862,0.298,15.515999999999998,18.3,1.2056495156284774,0.956405152055355
239.87599999999998,7.347,71.438,0.097,14.033,28.5,0.6202241555424001,0.9851860172929432
142.219,3.776,73.682,0.06700000000000002,3.491,8.7,0.25250580110406273,0.4852237671867013
414.7459999999999,5.051,45.635,0.129,17.873,28.1,0.8121793361835143,0.9968046174507995
387.749,8.071,46.543,0.22400000000000003,18.55,25.1,0.24605924511417968,0.6607419905170812
661.735,5.827,50.172,0.375,9.684,25.6,0.7643110892398758,0.9847089485462622
351.981,3.474,70.976,0.04300000000000002,16.283,24.7,1.132887355221354,0.998176423789884
612.654,9.689,79.999,0.414,1.6700000000000008,18.7,2.483267872689288,0.99975299662751
195.643,6.122,78.184,0.04600000000000001,19.258,26.600000000000005,0.5951502651694947,0.9636924505163562
219.56900000000002,8.593,64.978,0.049,16.001,17.9,0.34792016152335675,0.5918278199329372
463.75000000000006,5.916,50.708,0.334,14.559,5.5,0.6942295951959012,0.48679533905068906
447.179,8.722,58.13,0.328,5.798,28.7,1.9008601098759395,0.9999999062808191
761.421,2.521,64.904,0.107,3.019,17.2,0.03542131294900073,0.47833900319801936
196.581,3.428,62.15,0.08500000000000002,3.5470000000000006,18.8,0.19582217124387002,0.535443620822269
972.0510000000002,4.337,75.401,0.08899999999999998,10.955,16.2,0.613591422714329,0.6707937245064663
673.446,4.91,50.923,0.22,17.511,8.2,1.0361119511238042,0.5359854891686966
154.08899999999994,5.411,67.096,0.416,16.572,24.6,0.6892574309056027,0.9621228466969496
434.857,4.234,65.294,0.025999999999999978,13.796,8.6,0.8119331305934949,0.5249003176812299
394.15,7.306000000000001,76.791,0.231,1.3380000000000003,29.2,1.7315746165416035,0.9999997429806669
422.2710000000001,7.445,51.289,0.286,8.997,14.3,1.0505179982057675,0.7609810857765875
948.5519999999999,2.3979999999999997,46.702,0.20900000000000002,15.257,12.7,1.373923077046286,0.7719035590610626
588.54,7.087,41.94,0.192,7.102,27.9,1.2406378357047434,0.9999177311029651
427.732,8.868,46.936,0.167,18.807,7.1,0.14923203709804686,0.47609243563043674
655.845,3.9630000000000005,57.267,0.141,8.858,17.6,0.4202420057487772,0.6203702308811678
308.315,9.957,67.219,0.293,7.344,5.999999999999999,1.9996762201273728,0.5387614861187093
451.131,9.021,74.678,0.38,13.173,12.5,0.5953026750375514,0.5656913981182227
228.627,3.85,45.031,0.008000000000000012,10.236,15.0,0.6033242444730517,0.629220158848302
664.437,2.7430000000000003,79.531,0.18199999999999997,5.447,19.5,0.08263467184486342,0.4959054512948079
118.80799999999999,5.132,76.27,0.304,9.487,15.6,0.7237427364782455,0.6962851947602523
405.452,2.0059999999999993,56.897,0.361,12.929,5.7,0.8435939689374972,0.4923085252757582
141.897,6.507,71.624,0.354,3.6700000000000004,11.099999999999998,1.0585883598586685,0.620771242086845
417.258,2.833,66.699,0.332,10.745,20.2,0.5273529486289814,0.7615667175594361
128.59099999999998,9.058,74.835,0.08299999999999999,15.863000000000001,18.9,0.2996636328191541,0.5853510659905206
499.02500000000003,5.522,78.895,0.22099999999999997,5.998,10.699999999999998,0.7331659845230782,0.5536815599497579
637.676,5.008,55.027,0.4010000000000001,19.534,29.3,1.1171296935484922,0.9999112837831343
584.223,3.3539999999999996,55.785,0.21699999999999997,14.736,9.7,1.0907448926809553,0.5790248913245042
533.939,6.213,57.076,0.303,6.683,8.9,0.9491073954051678,0.5426430098109808
541.178,5.244,75.143,0.277,19.178,21.500000000000004,0.8775548373358031,0.9572603140486514
360.749,8.889,52.971,0.133,7.32,6.900000000000002,1.6228250730901186,0.5452183183422216
536.683,5.307,40.552,0.01899999999999998,18.721,14.4,0.8192394446206743,0.685701472475955
430.72299999999996,9.465,51.683,0.447,15.213999999999999,23.8,0.2932324893811716,0.6793205020928248
339.456,7.667,56.401,0.396,10.793,18.6,0.9043400408700902,0.8923060339199428
701.783,8.297,68.608,0.207,7.994,22.7,1.6199757803466988,0.9996389748282263
804.243,2.1109999999999998,54.181,0.423,9.985,16.9,0.3109832019050494,0.560067214907624
643.273,8.629,46.424,0.131,8.586,19.5,1.5068445703053523,0.9931286657332726
390.45899999999995,3.713,73.198,0.229,9.411,9.9,0.5071992479542317,0.5137417066108534
848.562,2.2250000000000005,42.628,0.038,17.274,18.2,1.763474917417931,0.9939340048183021
316.278,9.26,70.201,0.159,3.09,19.0,2.2892933332447414,0.9996034115420934
991.698,9.405,54.819,0.10299999999999998,17.3,13.1,0.12302981731124805,0.4868898952781142
524.114,2.2599999999999993,71.972,0.343,12.685,14.2,0.7948531600222948,0.6695241817071723
265.341,4.19,59.393,0.104,9.585,17.3,0.5959243066975702,0.700053634794735
907.4979999999999,4.433,71.168,0.1,7.672,25.0,0.40443162145952094,0.8192005919755314
889.317,5.204,53.662,0.356,5.388,28.300000000000004,0.4627189446967936,0.9386148727236684
361.953,3.311,42.856,0.128,8.821,28.999999999999996,0.4419625270440619,0.9392983760683546
659.9,7.418000000000001,41.666,0.036999999999999984,10.345,14.8,0.9652899201834624,0.7554644620059867
173.41599999999997,6.084,79.843,0.439,16.796,19.9,0.6282723881674946,0.8134892839589143
754.1769999999999,2.865,44.677,0.385,11.148,28.8,0.5341244339040416,0.9712746220930398
941.3460000000001,7.622,65.415,0.274,8.095,8.0,1.4284449121554017,0.5635384689123852
169.27299999999997,8.552,60.743,0.012999999999999989,18.141,15.2,0.22424884113769042,0.5159443354453754
878.2019999999999,2.106,63.021,0.37899999999999995,12.306,13.9,0.7188813343656721,0.6342764952858664
276.721,9.78,59.626,0.404,5.535,14.9,2.2377145506975076,0.9840027423705238
606.169,8.781,41.261,0.403,18.628,9.4,0.0884872808373685,0.4763148338113132
504.513,4.365,51.776,0.341,11.407,5.599999999999999,0.6788911181244164,0.4870384680890808
687.761,7.997,69.486,0.253,19.077,11.7,0.12308005526331418,0.48337108716821026
326.12,8.345,74.964,0.096,16.03,9.7,0.3606636876325171,0.4982149126393204
917.523,9.155,61.017,0.223,5.246,24.9,2.2459682456865293,0.9999993370202681
898.774,4.812,58.291,0.169,6.502,18.4,0.4192566527388955,0.6392120722829606
162.48200000000003,2.3249999999999997,70.043,0.215,4.063,22.6,0.07275573105133289,0.5012447889533758
815.329,4.566,47.505,0.022999999999999986,2.9219999999999997,7.8999999999999995,0.2590990225611427,0.48282276438837846
766.9460000000001,7.0040000000000004,68.279,0.251,19.629,23.7,0.22666808493977209,0.6158899938959238
516.128,7.819,77.297,0.424,6.847,21.500000000000004,1.5694890055241926,0.9987614411989266
614.075,7.776999999999999,42.459,0.259,5.208,10.0,1.8088671275390487,0.7043444725827364
213.76599999999996,7.856,62.778,0.406,12.589,13.199999999999998,0.7122898086332413,0.6109077307310933
185.511,3.028,40.72,0.365,8.645,11.600000000000001,0.36729296392764244,0.5134424802755633
345.852,5.966,49.591,0.297,5.082,23.999999999999996,0.9040731541420576,0.9877171531728108
882.777,9.816,49.047,0.0029999999999999944,1.4449999999999998,20.9,2.450599194330079,0.9999747923290099
526.823,4.172,60.657,0.137,10.03,23.1,0.5815564662581078,0.8897461844363453
750.5939999999999,3.624,40.33,0.331,13.317,14.100000000000001,0.8658436594181678,0.6895257609866349
790.3670000000001,5.853,78.749,0.285,17.004,14.0,0.6912677192342336,0.6288051073246891
679.614,8.148,65.595,0.121,12.078,6.500000000000001,0.7846978260753048,0.49749208567768294
580.947,9.504,55.912,0.254,1.3100000000000003,14.9,2.459689621432658,0.9907262656282972
893.467,9.107,55.568,0.338,5.153,24.100000000000005,2.271152611154697,0.999998480646869
420.204,7.495,41.585,0.05300000000000001,11.639,20.7,0.7937437280376052,0.9168837089085318
202.38800000000003,3.9370000000000003,42.142,0.351,4.306,23.4,0.3024238867099772,0.6784717776095373
721.425,5.801,77.05,0.269,17.352,21.399999999999995,0.7026935773567333,0.9009428173778277
787.4,6.439000000000001,71.234,0.301,12.893,17.6,0.7029052048707847,0.7656943318074285
539.199,7.703,58.485,0.119,17.627,6.1000000000000005,0.30366181311338497,0.4789722255727866
365.97700000000003,6.485,49.806,0.257,4.21,14.499999999999998,1.0677300832422614,0.7765010219871513
264.143,7.126,59.864,0.318,7.8870000000000005,25.800000000000004,1.064567903573848,0.9985019528733506
996.0329999999999,8.467,48.652,0.398,9.164,22.299999999999997,1.4445469885686912,0.9986576778093134
493.59700000000004,6.42,47.325,0.42699999999999994,19.484,12.2,0.4608201574663888,0.5347071363530967
874.508,9.909,72.151,0.08,14.667,9.1,0.2989808165656823,0.4899947728820031
678.486,2.5729999999999995,64.352,0.443,8.064,8.4,0.16610840004071592,0.47929920357380174
623.838,3.18,59.108,0.359,17.798,16.0,1.7471889526811302,0.9725613536239207
999.643,7.951999999999999,43.154,0.026999999999999993,1.8240000000000003,27.2,2.1653345253490914,0.9999999377932841
862.28,3.52,63.653,0.291,14.751,22.1,1.1158619377658632,0.9906144702540086
906.898,8.93,52.156,0.074,18.164,6.900000000000002,0.11785785380805197,0.47466925078228217
164.21700000000004,6.066,74.665,0.246,6.612,28.999999999999996,0.8760957405747376,0.9989095966383575
713.359,3.083,56.986,0.41800000000000004,5.613,10.6,0.10100675914496213,0.47901086079571664
290.17,8.051,56.315,0.36300000000000004,6.112,11.3,1.6080489574434815,0.745413024442722
133.28200000000004,2.1409999999999996,60.239,0.08100000000000002,16.622,18.9,1.5189463547564626,0.9903590468875807
641.642,2.752,65.611,0.44100000000000006,16.846,13.0,1.755984944424356,0.8752861116937855
481.262,3.916,47.832,0.335,10.516,26.8,0.5985488526606989,0.9669377385152077
840.193,2.363,50.02,0.391,2.337,16.4,0.01673212731071214,0.473852680432003
968.1500000000001,4.482,51.058,0.263,7.446,22.8,0.3941100190211244,0.7446551028974859
220.547,2.5,61.219,0.0010000000000000115,2.1730000000000005,20.6,0.06922759887748381,0.49405923694010634
105.07699999999997,7.75,43.241,0.438,11.543,8.3,0.8250528666563722,0.5213491612210737
559.643,6.046,54.526,0.187,3.309,5.2,0.9756619409905349,0.4914064986289328
233.02700000000002,4.704,53.329,0.113,19.156,20.4,0.923365568491169,0.9466226871731903
799.122,4.156,72.388,0.436,5.709,23.1,0.21408673506180126,0.5959216100019726
148.88299999999998,5.501,72.742,0.15,11.999,10.2,0.7413733963810907,0.5450564760508024
101.37999999999997,7.225,62.62,0.25,8.285,19.3,1.0511966507094979,0.9504952065904244
353.557,3.461,40.097,0.42600000000000005,4.573,21.0,0.20969770558820372,0.5649616786045247
827.0239999999999,7.719,77.144,0.392,4.544,29.4,2.0498364537416562,0.9999999908620123
297.774,3.893,49.438,0.355,17.163,6.299999999999999,1.137972216869789,0.5090849114471995
485.98,5.6,40.142,0.292,16.21,25.3,0.7205021322725083,0.976393053227716
136.81799999999998,3.06,69.801,0.312,12.419,14.6,0.7410260061324091,0.6656439792118797
407.366,8.222,54.618,0.057000000000000016,14.193,12.1,0.5464437314728439,0.5486549825385931
859.648,9.306,48.051,0.368,15.053,12.399999999999999,0.27305679068794014,0.5059145072460871
409.726,9.746,47.644,0.063,8.207,22.9,1.6397413590056993,0.9997281856152523
693.017,5.024,55.186,0.029000000000000015,2.732,24.3,0.38881376549175817,0.7845200825226151
554.302,6.159,66.235,0.162,5.872,27.0,0.9539029789980669,0.998261302717925
914.281,4.539,68.686,0.171,1.7750000000000004,7.3999999999999995,0.18326289761514936,0.47799836307563115
857.255,8.405,49.981,0.41100000000000003,15.411,21.3,0.3024427193453843,0.6315724922456734
837.9890000000001,8.386,47.417,0.117,4.652,13.5,2.0724149633139106,0.9429017891162244
821.2960000000002,4.899,77.538,0.299,7.002,28.9,0.43656844054883803,0.9348039469647572
330.844,8.207,69.989,0.348,17.585,18.1,0.2450605434180983,0.5490082684817637
888.285,6.187,53.862,0.03299999999999998,1.7440000000000004,12.2,1.1942221796487882,0.6990265599350511
902.122,8.705,63.815,0.239,15.444000000000003,16.0,0.28418811934227095,0.5396839814190506
188.87400000000002,2.6800000000000006,63.169,0.18,19.025,5.400000000000001,1.7827839905518301,0.5161299165821109
372.9560000000001,5.943,45.226,0.289,10.908,18.6,0.7667005082781014,0.8364925965717627
491.34799999999996,3.573,64.639,0.24400000000000002,1.0299999999999996,26.600000000000005,0.11579884302286363,0.5511060462545561
401.623,2.273,64.173,0.059,4.389,9.8,0.09461061369672114,0.47727374406459183
867.21,9.73,77.604,0.2,19.945,7.5,0.022575172122313664,0.47152175321327056
636.894,5.607,78.295,0.144,15.818000000000001,25.700000000000003,0.7518128230615619,0.9839622108116494
566.99,4.009,61.347,0.09299999999999999,17.72,11.4,1.274494847885169,0.6785360487706723
951.656,6.254,77.904,0.279,2.2130000000000005,25.4,1.3673254567171702,0.9997885650894859
320.676,2.896,66.055,0.09,5.883,17.0,0.20513476322329613,0.5240460181177984
745.282,7.642000000000001,44.164,0.225,10.495,6.199999999999999,1.0042386479114747,0.5026232904440767
511.291,7.895999999999999,69.35,0.021,10.158,9.2,1.001049301917823,0.5547021772257472
379.091,3.406,58.979,0.236,7.071,20.4,0.3239474373825766,0.6277275605660546
368.48400000000004,5.628,78.548,0.444,8.398,20.3,0.7896158064293055,0.9042487689247615
346.412,5.361,70.713,0.068,1.2160000000000006,22.4,0.7666906122784687,0.9468567066786588
439.0110000000001,7.393999999999999,43.021,0.023999999999999997,18.942,11.999999999999998,0.35815452887011645,0.5156949646496838
568.212,8.578,73.024,0.367,17.042,27.3,0.17427806704077164,0.6199192363314366
177.854,9.529,79.338,0.009999999999999995,13.492,19.7,0.5452097816848601,0.7557153945709778
937.416,9.866,66.641,0.396,15.657000000000002,15.5,0.15998968527839233,0.5024644332239181
954.9859999999999,4.522,74.075,0.007000000000000001,15.334,28.200000000000003,0.9824097119345472,0.9993395945580323
777.045,8.665,53.334,0.202,19.704,16.2,0.07023467609415775,0.4846638460634166
921.5730000000001,3.755,64.131,0.07700000000000001,12.211,11.2,0.7161507192333637,0.5614151669335661
654.504,2.992,55.382,0.125,6.424,9.3,0.15858110602916498,0.48086302925399604
573.141,7.232,62.508,0.268,8.432,19.9,1.171573051943581,0.9770921260725937
895.562,5.438,61.618,0.233,13.384,10.1,0.7650016740777733,0.546184254225465
842.67,8.985,73.291,0.377,12.172,9.9,0.785342058361465,0.5448563989851973
215.346,7.930000000000001,69.625,0.362,14.984,12.6,0.4689599939285211,0.5417523626766869
288.111,4.301,69.242,0.26,10.578,13.5,0.6452678421568491,0.60096405579623
618.856,6.222,61.865,0.384,7.648999999999999,13.0,0.9397999084035542,0.6670980527179718
199.638,4.691,62.357,0.11200000000000002,16.713,28.6,0.8590612864689738,0.9983982426301706
959.786,6.455000000000001,78.042,0.014000000000000002,16.408,14.7,0.5065227231725001,0.5888586299186915
425.59799999999996,4.054,56.59,0.316,4.857,7.3,0.3382927104357875,0.4843319056165784
442.05,2.1880000000000006,70.4,0.39399999999999996,16.917,16.6,1.7005279079815738,0.9782200971221094
470.00899999999996,8.021,63.28,0.135,8.711,11.0,1.2067189494105561,0.645854069608192
126.089,3.576,53.575,0.20599999999999996,3.84,20.8,0.22102801677335804,0.5692499923530582
292.049,7.172,57.355,0.238,2.6140000000000008,26.3,1.483073367061167,0.9999582732356176
699.643,5.083,52.732,0.283,6.299,7.1,0.49096111939330694,0.4899867789708601
670.277,9.573,62.803,0.022000000000000013,9.852,24.4,1.386180463432547,0.9995981910112229
982.7410000000001,5.266,77.864,0.265,3.4569999999999994,25.800000000000004,0.41581920325291755,0.8515289324486277
476.623,6.94,67.346,0.35,3.1580000000000004,22.4,1.4794508226752399,0.9989755460838892
152.185,3.108,60.341,0.166,18.462,9.5,1.5346166737200753,0.6336381752446361
743.777,8.18,57.99,0.414,15.15,27.8,0.343650421443435,0.8369478140033129
376.479,7.32,41.755,0.117,5.677,5.800000000000002,1.2604391331586142,0.5063249432763548
793.419,7.0200000000000005,56.09,0.098,11.269,22.0,0.8446170152787409,0.9586491913121185
551.2,2.8,44.306,0.325,15.719000000000001,9.4,1.3375445981931438,0.6018487936137316
758.4030000000001,6.788000000000001,78.967,0.196,9.32,20.1,1.0299033924893977,0.9617120112767319
805.7119999999999,9.361,48.287,0.135,19.78,16.7,0.0460980053836158,0.4801862194317852
518.533,2.664,43.462,0.307,9.624,11.8,0.39711098051998656,0.5196693395249802
852.667,8.826,43.93,0.177,9.763,15.3,1.3052647532613106,0.8848090857466561
158.669,5.17,63.413,0.015999999999999983,15.913,9.0,0.742499486619928,0.525003000153459
607.42,5.741,70.647,0.153,14.416,8.8,0.7241298228193533,0.5205188093755442
480.266,2.7939999999999996,65.783,0.052,13.147,29.5,0.8378278604433673,0.9988110137984019
798.6470000000002,2.047,41.346,0.12200000000000001,4.012,25.9,0.03999745841791641,0.49179999295527815
885.019,8.251,54.773,0.157,4.974,27.9,2.0297882813388815,0.999999920249402
549.447,3.283,44.414,0.321,11.457,24.100000000000005,0.6223182740205656,0.9326885355846329
183.845,9.176,73.79,0.111,3.2310000000000003,27.1,2.253126432075873,0.9999999657062743
871.1440000000001,3.6269999999999993,51.92,0.287,10.414,17.7,0.502372271962519,0.6646930334556591
208.809,4.118,55.33,0.242,9.486,10.6,0.5741593204557255,0.5299584842665965
974.597,9.937,58.863,0.44800000000000006,8.73,23.899999999999995,1.9094836835604871,0.9999799508608632
738.748,9.797,71.777,0.198,12.722,11.9,0.6492277519655743,0.5642336996718349
546.484,5.471,59.273,0.17,18.495,22.5,0.7765012168537964,0.9512813885322347
313.329,8.447,73.401,0.18900000000000003,10.675,6.699999999999999,0.9940356261449512,0.5085376644835196
911.194,4.256,50.532,0.323,8.963,12.8,0.4456541320686286,0.5400035934630515
869.265,5.283,72.441,0.295,13.066,16.8,0.7640893569431464,0.7623380226194933
962.406,6.8229999999999995,60.432,0.18900000000000003,18.37,22.9,0.3236196200608873,0.6854172575456026
682.447,2.175,69.155,0.407,3.9080000000000004,21.2,0.021666603908337755,0.47777049611123046
117.46500000000002,6.871,75.893,0.01800000000000001,12.376,15.5,0.7360513919732204,0.6974818511778293
633.008,3.2570000000000006,41.027,0.382,11.871,6.4,0.6598543289393116,0.4919731016158108
627.165,6.352,48.491,0.214,15.067,23.3,0.6209358023855707,0.9144179173124469
374.278,8.77,63.565,0.126,16.683,23.6,0.2683096545753367,0.6514869375737442
764.8620000000001,2.694,68.846,0.07899999999999999,4.765,24.799999999999997,0.07555800731701988,0.5104068716986252
924.255,2.4449999999999994,76.878,0.073,17.09,27.7,1.7674927076427953,0.9999990004748202
989.23,6.295,79.146,0.194,16.126,17.1,0.540798649803357,0.6659413782291421
729.016,4.947,49.196,0.205,2.4679999999999995,21.7,0.3252392398261425,0.6576356367509834
438.985,7.873000000000001,76.05,0.231,11.708,14.4,0.8133793679401979,0.683647897817616
945.6669999999999,8.949,56.747,0.218,12.828,28.4,0.6460740151124547,0.9877648095806411
498.808,6.833,45.429,0.203,16.499,16.4,0.5148809475367739,0.6336111426539064
270.285,2.477,51.496,0.421,7.196,7.700000000000001,0.190498459083035,0.4789686603220372
